SP_ENTITY_NAME,SP_ENTITY_ID,RD_CREDIT_RATING_GLOBAL,RD_CREDIT_RATING_GLOBAL.1,SP_TICKER,SP_EXCHANGE,SP_ISIN,SP_GEOGRAPHY,SP_COUNTRY_NAME,SP_COUNTRY_CODE,IQ_INDUSTRY_GROUP
Oppenheimer Holdings Inc. (NYSE:OPY),102752,BB-,BB-,OPY,NYSE,US6837971042,United States and Canada,USA,US,Financial Services
"Option Care Health, Inc. (NASDAQGS:OPCH)",5986202,BB-,BB-,OPCH,NASDAQGS,US68404L2016,United States and Canada,USA,US,Health Care Equipment and Services
Oracle Corporation (NYSE:ORCL),4041363,BBB,BBB,ORCL,NYSE,US68389X1054,United States and Canada,USA,US,Software and Services
"O'Reilly Automotive, Inc. (NASDAQGS:ORLY)",4930128,BBB,BBB,ORLY,NASDAQGS,US67103H1077,United States and Canada,USA,US,Consumer Discretionary Distribution and Retail
Organon & Co. (NYSE:OGN),28943809,BB,BB,OGN,NYSE,US68622V1061,United States and Canada,USA,US,"Pharmaceuticals, Biotechnology and Life Sciences"
Orion S.A. (NYSE:OEC),4986717,BB,BB,OEC,NYSE,LU1092234845,United States and Canada,USA,US,Materials
Oshkosh Corporation (NYSE:OSK),4399014,BBB,BBB,OSK,NYSE,US6882392011,United States and Canada,USA,US,Capital Goods
Otis Worldwide Corporation (NYSE:OTIS),6331068,BBB,BBB,OTIS,NYSE,US68902V1070,United States and Canada,USA,US,Capital Goods
Otter Tail Corporation (NASDAQGS:OTTR),4057017,BBB,BBB,OTTR,NASDAQGS,US6896481032,United States and Canada,USA,US,Utilities
OUTFRONT Media Inc. (NYSE:OUT),4157548,B+,B+,OUT,NYSE,US69007J1060,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
"Owens & Minor, Inc. (NYSE:OMI)",4007272,BB-,BB-,OMI,NYSE,US6907321029,United States and Canada,USA,US,Health Care Equipment and Services
Owens Corning (NYSE:OC),4014547,BBB,BBB,OC,NYSE,US6907421019,United States and Canada,USA,US,Capital Goods
PACCAR Inc (NASDAQGS:PCAR),4001586,A+,A+,PCAR,NASDAQGS,US6937181088,United States and Canada,USA,US,Capital Goods
Packaging Corporation of America (NYSE:PKG),4062146,BBB,BBB,PKG,NYSE,US6951561090,United States and Canada,USA,US,Materials
Pactiv Evergreen Inc. (NASDAQGS:PTVE),6629942,B+,B+,PTVE,NASDAQGS,US69526K1051,United States and Canada,USA,US,Materials
"Papa John's International, Inc. (NASDAQGS:PZZA)",4070092,BB-,BB-,PZZA,NASDAQGS,US6988131024,United States and Canada,USA,US,Consumer Services
Paramount Global (NASDAQGS:PARA),4074329,BBB-,BBB-,PARA,NASDAQGS,US92556H2067,United States and Canada,USA,US,Media and Entertainment
Park Hotels & Resorts Inc. (NYSE:PK),4813312,BB-,BB-,PK,NYSE,US7005171050,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
Parker-Hannifin Corporation (NYSE:PH),4004412,BBB+,BBB+,PH,NYSE,US7010941042,United States and Canada,USA,US,Capital Goods
"Patrick Industries, Inc. (NASDAQGS:PATK)",4987464,BB-,BB-,PATK,NASDAQGS,US7033431039,United States and Canada,USA,US,Automobiles and Components
"Patterson-UTI Energy, Inc. (NASDAQGS:PTEN)",4010869,BBB-,BBB-,PTEN,NASDAQGS,US7034811015,United States and Canada,USA,US,Energy
"PayPal Holdings, Inc. (NASDAQGS:PYPL)",4580296,A-,A-,PYPL,NASDAQGS,US70450Y1038,United States and Canada,USA,US,Financial Services
"Pediatrix Medical Group, Inc. (NYSE:MD)",4766940,BB-,BB-,MD,NYSE,US58502B1061,United States and Canada,USA,US,Health Care Equipment and Services
"PENN Entertainment, Inc. (NASDAQGS:PENN)",4108134,B+,B+,PENN,NASDAQGS,US7075691094,United States and Canada,USA,US,Consumer Services
"PennyMac Financial Services, Inc. (NYSE:PFSI)",4376176,B+,B+,PFSI,NYSE,US70932M1071,United States and Canada,USA,US,Financial Services
"Penske Automotive Group, Inc. (NYSE:PAG)",4492850,BB+,BB+,PAG,NYSE,US70959W1036,United States and Canada,USA,US,Consumer Discretionary Distribution and Retail
"PepsiCo, Inc. (NASDAQGS:PEP)",4004166,A+,A+,PEP,NASDAQGS,US7134481081,United States and Canada,USA,US,"Food, Beverage and Tobacco"
Permian Resources Corporation (NYSE:PR),4770121,BB-,BB-,PR,NYSE,US71424F1057,United States and Canada,USA,US,Energy
"Petco Health and Wellness Company, Inc. (NASDAQGS:WOOF)",26564909,B+,B+,WOOF,NASDAQGS,US71601V1052,United States and Canada,USA,US,Consumer Discretionary Distribution and Retail
"PetIQ, Inc. (NASDAQGS:PETQ)",6871234,B,B,PETQ,NASDAQGS,US71639T1060,United States and Canada,USA,US,Health Care Equipment and Services
Pfizer Inc. (NYSE:PFE),3009080,A,A,PFE,NYSE,US7170811035,United States and Canada,USA,US,"Pharmaceuticals, Biotechnology and Life Sciences"
PG&E Corporation (NYSE:PCG),4057057,BB-,BB-,PCG,NYSE,US69331C1080,United States and Canada,USA,US,Utilities
"PGT Innovations, Inc. (NYSE:PGTI)",4987488,B+,B+,PGTI,NYSE,US69336V1017,United States and Canada,USA,US,Capital Goods
Philip Morris International Inc. (NYSE:PM),4913068,A-,A-,PM,NYSE,US7181721090,United States and Canada,USA,US,"Food, Beverage and Tobacco"
Phillips 66 (NYSE:PSX),4095021,BBB+,BBB+,PSX,NYSE,US7185461040,United States and Canada,USA,US,Energy
"Phillips Edison & Company, Inc. (NASDAQGS:PECO)",4249007,BBB-,BBB-,PECO,NASDAQGS,US71844V2016,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
PHINIA Inc. (NYSE:PHIN),111794661,BB+,BB+,PHIN,NYSE,US71880K1016,United States and Canada,USA,US,Automobiles and Components
Physicians Realty Trust (NYSE:DOC),4391353,BBB,BBB,DOC,NYSE,US71943U1043,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
"Piedmont Office Realty Trust, Inc. (NYSE:PDM)",113477,BBB-,BBB-,PDM,NYSE,US7201902068,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
Pilgrim's Pride Corporation (NASDAQGS:PPC),4011879,BBB-,BBB-,PPC,NASDAQGS,US72147K1088,United States and Canada,USA,US,"Food, Beverage and Tobacco"
Pinnacle West Capital Corporation (NYSE:PNW),4056951,BBB+,BBB+,PNW,NYSE,US7234841010,United States and Canada,USA,US,Utilities
Pioneer Natural Resources Company (NYSE:PXD),4010906,BBB,BBB,PXD,NYSE,US7237871071,United States and Canada,USA,US,Energy
Pitney Bowes Inc. (NYSE:PBI),103699,B+,B+,PBI,NYSE,US7244791007,United States and Canada,USA,US,Commercial and Professional Services
"Plains All American Pipeline, L.P. (NASDAQGS:PAA)",4095757,BBB,BBB,PAA,NASDAQGS,US7265031051,United States and Canada,USA,US,Energy
Playa Hotels & Resorts N.V. (NASDAQGS:PLYA),4839136,B+,B+,PLYA,NASDAQGS,NL0012170237,United States and Canada,USA,US,Consumer Services
"PNM Resources, Inc. (NYSE:PNM)",4006880,BBB,BBB,PNM,NYSE,US69349H1077,United States and Canada,USA,US,Utilities
Polaris Inc. (NYSE:PII),6331267,BBB,BBB,PII,NYSE,US7310681025,United States and Canada,USA,US,Consumer Durables and Apparel
"Popular, Inc. (NASDAQGS:BPOP)",100165,BB+,BB+,BPOP,NASDAQGS,PR7331747001,United States and Canada,USA,US,Banks
Portland General Electric Company (NYSE:POR),4057019,BBB+,BBB+,POR,NYSE,US7365088472,United States and Canada,USA,US,Utilities
"Post Holdings, Inc. (NYSE:POST)",4375571,B+,B+,POST,NYSE,US7374461041,United States and Canada,USA,US,"Food, Beverage and Tobacco"
PotlatchDeltic Corporation (NASDAQGS:PCH),4062379,BBB-,BBB-,PCH,NASDAQGS,US7376301039,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
"PowerSchool Holdings, Inc. (NYSE:PWSC)",28662832,B,B,PWSC,NYSE,US73939C1062,United States and Canada,USA,US,Software and Services
"PPG Industries, Inc. (NYSE:PPG)",4062397,BBB+,BBB+,PPG,NYSE,US6935061076,United States and Canada,USA,US,Materials
PPL Corporation (NYSE:PPL),4057058,A-,A-,PPL,NYSE,US69351T1060,United States and Canada,USA,US,Utilities
"PRA Group, Inc. (NASDAQGS:PRAA)",4023061,BB,BB,PRAA,NASDAQGS,US69354N1063,United States and Canada,USA,US,Financial Services
Prestige Consumer Healthcare Inc. (NYSE:PBH),4811094,BB,BB,PBH,NYSE,US74112D1019,United States and Canada,USA,US,"Pharmaceuticals, Biotechnology and Life Sciences"
"Primerica, Inc. (NYSE:PRI)",4245322,,A-,PRI,NYSE,US74164M1080,United States and Canada,USA,US,Insurance
"Principal Financial Group, Inc. (NASDAQGS:PFG)",110230,,A-,PFG,NASDAQGS,US74251V1026,United States and Canada,USA,US,Insurance
"Priority Technology Holdings, Inc. (NASDAQCM:PRTH)",10026410,B-,B-,PRTH,NASDAQCM,US74275G1076,United States and Canada,USA,US,Financial Services
"PROG Holdings, Inc. (NYSE:PRG)",4258467,BB-,BB-,PRG,NYSE,US74319R1014,United States and Canada,USA,US,Financial Services
"Prologis, Inc. (NYSE:PLD)",103146,A,A,PLD,NYSE,US74340W1036,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
Prospect Capital Corporation (NASDAQGS:PSEC),4092630,BBB-,BBB-,PSEC,NASDAQGS,US74348T1025,United States and Canada,USA,US,Financial Services
"Prudential Financial, Inc. (NYSE:PRU)",4072932,,A,PRU,NYSE,US7443201022,United States and Canada,USA,US,Insurance
PTC Inc. (NASDAQGS:PTC),4391244,BB+,BB+,PTC,NASDAQGS,US69370C1009,United States and Canada,USA,US,Software and Services
Public Service Enterprise Group Incorporated (NYSE:PEG),4050911,BBB+,BBB+,PEG,NYSE,US7445731067,United States and Canada,USA,US,Utilities
Public Storage (NYSE:PSA),103016,A,A,PSA,NYSE,US74460D1090,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
"PulteGroup, Inc. (NYSE:PHM)",4006246,BBB,BBB,PHM,NYSE,US7458671010,United States and Canada,USA,US,Consumer Durables and Apparel
PVH Corp. (NYSE:PVH),4434384,BBB-,BBB-,PVH,NYSE,US6936561009,United States and Canada,USA,US,Consumer Durables and Apparel
"Qorvo, Inc. (NASDAQGS:QRVO)",4963519,BBB-,BBB-,QRVO,NASDAQGS,US74736K1016,United States and Canada,USA,US,Semiconductors and Semiconductor Equipment
"Quad/Graphics, Inc. (NYSE:QUAD)",4128969,B+,B+,QUAD,NYSE,US7473011093,United States and Canada,USA,US,Commercial and Professional Services
QUALCOMM Incorporated (NASDAQGS:QCOM),4062496,A,A,QCOM,NASDAQGS,US7475251036,United States and Canada,USA,US,Semiconductors and Semiconductor Equipment
"Quanta Services, Inc. (NYSE:PWR)",4097102,BBB-,BBB-,PWR,NYSE,US74762E1029,United States and Canada,USA,US,Capital Goods
Quest Diagnostics Incorporated (NYSE:DGX),4070417,BBB+,BBB+,DGX,NYSE,US74834L1008,United States and Canada,USA,US,Health Care Equipment and Services
"Qurate Retail, Inc. (NASDAQGS:QRTE.A)",4104058,CCC+,CCC+,QRTEA,NASDAQGS,US74915M1009,United States and Canada,USA,US,Consumer Discretionary Distribution and Retail
R1 RCM Inc. (NASDAQGS:RCM),4242647,B+,B+,RCM,NASDAQGS,US77634L1052,United States and Canada,USA,US,Health Care Equipment and Services
Radian Group Inc. (NYSE:RDN),103563,,BBB-,RDN,NYSE,US7502361014,United States and Canada,USA,US,Financial Services
"RadNet, Inc. (NASDAQGM:RDNT)",4810594,B+,B+,RDNT,NASDAQGM,US7504911022,United States and Canada,USA,US,Health Care Equipment and Services
Ralph Lauren Corporation (NYSE:RL),4157135,A-,A-,RL,NYSE,US7512121010,United States and Canada,USA,US,Consumer Durables and Apparel
Range Resources Corporation (NYSE:RRC),4135999,BB,BB,RRC,NYSE,US75281A1097,United States and Canada,USA,US,Energy
"Raymond James Financial, Inc. (NYSE:RJF)",102771,A-,A-,RJF,NYSE,US7547301090,United States and Canada,USA,US,Financial Services
Rayonier Advanced Materials Inc. (NYSE:RYAM),4985655,B-,B-,RYAM,NYSE,US75508B1044,United States and Canada,USA,US,Materials
Rayonier Inc. (NYSE:RYN),4062541,BBB-,BBB-,RYN,NYSE,US7549071030,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
"RB Global, Inc. (NYSE:RBA)",4324933,BB+,BB+,RBA,NYSE,CA74935Q1072,United States and Canada,USA,US,Commercial and Professional Services
RBC Bearings Incorporated (NYSE:RBC),4991569,BB,BB,RBC,NYSE,US75524B1044,United States and Canada,USA,US,Capital Goods
Realty Income Corporation (NYSE:O),103118,A-,A-,O,NYSE,US7561091049,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
Regal Rexnord Corporation (NYSE:RRX),4433874,BB+,BB+,RRX,NYSE,US7587501039,United States and Canada,USA,US,Capital Goods
Regency Centers Corporation (NASDAQGS:REG),103091,BBB+,BBB+,REG,NASDAQGS,US7588491032,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
"Regeneron Pharmaceuticals, Inc. (NASDAQGS:REGN)",4094029,BBB+,BBB+,REGN,NASDAQGS,US75886F1075,United States and Canada,USA,US,"Pharmaceuticals, Biotechnology and Life Sciences"
Regions Financial Corporation (NYSE:RF),100233,BBB+,BBB+,RF,NYSE,US7591EP1005,United States and Canada,USA,US,Banks
"Reinsurance Group of America, Incorporated (NYSE:RGA)",103450,,A,RGA,NYSE,US7593516047,United States and Canada,USA,US,Insurance
Reliance Steel & Aluminum Co. (NYSE:RS),4365157,BBB,BBB,RS,NYSE,US7595091023,United States and Canada,USA,US,Materials
"Republic Services, Inc. (NYSE:RSG)",4102003,BBB+,BBB+,RSG,NYSE,US7607591002,United States and Canada,USA,US,Commercial and Professional Services
"Resideo Technologies, Inc. (NYSE:REZI)",11060763,BB+,BB+,REZI,NYSE,US76118Y1047,United States and Canada,USA,US,Capital Goods
Retail Opportunity Investments Corp. (NASDAQGS:ROIC),4244279,BBB-,BBB-,ROIC,NASDAQGS,US76131N1019,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
"Revvity, Inc. (NYSE:RVTY)",4812263,BBB,BBB,RVTY,NYSE,US7140461093,United States and Canada,USA,US,"Pharmaceuticals, Biotechnology and Life Sciences"
"Rexford Industrial Realty, Inc. (NYSE:REXR)",4391243,BBB+,BBB+,REXR,NYSE,US76169C1009,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
Reynolds Consumer Products Inc. (NASDAQGS:REYN),4355730,BB,BB,REYN,NASDAQGS,US76171L1061,United States and Canada,USA,US,Household and Personal Products
"RingCentral, Inc. (NYSE:RNG)",4406983,BB,BB,RNG,NYSE,US76680R2067,United States and Canada,USA,US,Software and Services
Rithm Capital Corp. (NYSE:RITM),4347089,B,B,RITM,NYSE,US64828T2015,United States and Canada,USA,US,Financial Services
RLI Corp. (NYSE:RLI),103386,,BBB,RLI,NYSE,US7496071074,United States and Canada,USA,US,Insurance
RLJ Lodging Trust (NYSE:RLJ),4279712,B+,B+,RLJ,NYSE,US74965L1017,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
Roblox Corporation (NYSE:RBLX),5123418,BB,BB,RBLX,NYSE,US7710491033,United States and Canada,USA,US,Media and Entertainment
"Rockwell Automation, Inc. (NYSE:ROK)",4095448,A,A,ROK,NYSE,US7739031091,United States and Canada,USA,US,Capital Goods
"Roper Technologies, Inc. (NASDAQGS:ROP)",4677071,BBB+,BBB+,ROP,NASDAQGS,US7766961061,United States and Canada,USA,US,Software and Services
"Ross Stores, Inc. (NASDAQGS:ROST)",4070608,BBB+,BBB+,ROST,NASDAQGS,US7782961038,United States and Canada,USA,US,Consumer Discretionary Distribution and Retail
Royal Caribbean Cruises Ltd. (NYSE:RCL),4980858,BB+,BB+,RCL,NYSE,LR0008862868,United States and Canada,USA,US,Consumer Services
Royalty Pharma plc (NASDAQGS:RPRX),20262963,BBB-,BBB-,RPRX,NASDAQGS,GB00BMVP7Y09,United States and Canada,USA,US,"Pharmaceuticals, Biotechnology and Life Sciences"
RPM International Inc. (NYSE:RPM),4985921,BBB,BBB,RPM,NYSE,US7496851038,United States and Canada,USA,US,Materials
RTX Corporation (NYSE:RTX),4001600,BBB+,BBB+,RTX,NYSE,US75513E1010,United States and Canada,USA,US,Capital Goods
"RXO, Inc. (NYSE:RXO)",106554287,BB+,BB+,RXO,NYSE,US74982T1034,United States and Canada,USA,US,Transportation
"Ryan Specialty Holdings, Inc. (NYSE:RYAN)",4250588,BB-,BB-,RYAN,NYSE,US78351F1075,United States and Canada,USA,US,Insurance
"Ryder System, Inc. (NYSE:R)",105364,BBB+,BBB+,R,NYSE,US7835491082,United States and Canada,USA,US,Transportation
Ryerson Holding Corporation (NYSE:RYI),4150169,BB-,BB-,RYI,NYSE,US7837541041,United States and Canada,USA,US,Materials
"Ryman Hospitality Properties, Inc. (NYSE:RHP)",4060183,B+,B+,RHP,NYSE,US78377T1079,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
"Sabra Health Care REIT, Inc. (NASDAQGS:SBRA)",4259507,BB+,BB+,SBRA,NASDAQGS,US78573L1061,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
Sabre Corporation (NASDAQGS:SABR),4972868,B-,B-,SABR,NASDAQGS,US78573M1045,United States and Canada,USA,US,Consumer Services
"Salesforce, Inc. (NYSE:CRM)",4205848,A+,A+,CRM,NYSE,US79466L3024,United States and Canada,USA,US,Software and Services
"Sally Beauty Holdings, Inc. (NYSE:SBH)",4199608,BB-,BB-,SBH,NYSE,US79546E1047,United States and Canada,USA,US,Consumer Discretionary Distribution and Retail
Sanmina Corporation (NASDAQGS:SANM),4122602,BB+,BB+,SANM,NASDAQGS,US8010561020,United States and Canada,USA,US,Technology Hardware and Equipment
"Savers Value Village, Inc. (NYSE:SVV)",10745099,B+,B+,SVV,NYSE,US80517M1099,United States and Canada,USA,US,Consumer Discretionary Distribution and Retail
SBA Communications Corporation (NASDAQGS:SBAC),4829067,BB+,BB+,SBAC,NASDAQGS,US78410G1040,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
Schlumberger Limited (NYSE:SLB),4011047,A,A,SLB,NYSE,AN8068571086,United States and Canada,USA,US,Energy
Science Applications International Corporation (NYSE:SAIC),4070675,BB+,BB+,SAIC,NYSE,US8086251076,United States and Canada,USA,US,Commercial and Professional Services
Sealed Air Corporation (NYSE:SEE),4766281,BB+,BB+,SEE,NYSE,US81211K1007,United States and Canada,USA,US,Materials
"Selective Insurance Group, Inc. (NASDAQGS:SIGI)",103451,,BBB,SIGI,NASDAQGS,US8163001071,United States and Canada,USA,US,Insurance
Sempra (NYSE:SRE),4057062,BBB+,BBB+,SRE,NYSE,US8168511090,United States and Canada,USA,US,Utilities
Service Corporation International (NYSE:SCI),4024109,BB+,BB+,SCI,NYSE,US8175651046,United States and Canada,USA,US,Consumer Services
Service Properties Trust (NASDAQGS:SVC),103544,B+,B+,SVC,NASDAQGS,US81761L1026,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
"ServiceNow, Inc. (NYSE:NOW)",4587650,A-,A-,NOW,NYSE,US81762P1021,United States and Canada,USA,US,Software and Services
Silgan Holdings Inc. (NYSE:SLGN),4983480,BB+,BB+,SLGN,NYSE,US8270481091,United States and Canada,USA,US,Materials
"Simon Property Group, Inc. (NYSE:SPG)",103117,A-,A-,SPG,NYSE,US8288061091,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
"Sinclair, Inc. (NASDAQGS:SBGI)",4121692,B+,B+,SBGI,NASDAQGS,US8292421067,United States and Canada,USA,US,Media and Entertainment
SITE Centers Corp. (NYSE:SITC),103044,BBB-,BBB-,SITC,NYSE,US82981J1097,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
"SiteOne Landscape Supply, Inc. (NYSE:SITE)",4417117,BB,BB,SITE,NYSE,US82982L1035,United States and Canada,USA,US,Capital Goods
Sitio Royalties Corp. (NYSE:STR),19517579,B,B,STR,NYSE,US82983N1081,United States and Canada,USA,US,Energy
Six Flags Entertainment Corporation (NYSE:SIX),4074603,B+,B+,SIX,NYSE,US83001A1025,United States and Canada,USA,US,Consumer Services
"Sixth Street Specialty Lending, Inc. (NYSE:TSLX)",4278914,BBB-,BBB-,TSLX,NYSE,US83012A1097,United States and Canada,USA,US,Financial Services
SJW Group (NYSE:SJW),5000889,A-,A-,SJW,NYSE,US7843051043,United States and Canada,USA,US,Utilities
Skillsoft Corp. (NYSE:SKIL),15117683,B-,B-,SKIL,NYSE,US83066P3091,United States and Canada,USA,US,Commercial and Professional Services
Skillz Inc. (NYSE:SKLZ),6527771,CCC+,CCC+,SKLZ,NYSE,US83067L2088,United States and Canada,USA,US,Media and Entertainment
"Skyworks Solutions, Inc. (NASDAQGS:SWKS)",4967090,BBB-,BBB-,SWKS,NASDAQGS,US83088M1027,United States and Canada,USA,US,Semiconductors and Semiconductor Equipment
SL Green Realty Corp. (NYSE:SLG),113065,BB+,BB+,SLG,NYSE,US78440X8873,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
SLM Corporation (NASDAQGS:SLM),4536259,BB+,BB+,SLM,NASDAQGS,US78442P1066,United States and Canada,USA,US,Financial Services
SM Energy Company (NYSE:SM),4011069,BB-,BB-,SM,NYSE,US78454L1008,United States and Canada,USA,US,Energy
Snap One Holdings Corp. (NASDAQGS:SNPO),29252048,B,B,SNPO,NASDAQGS,US83303Y1055,United States and Canada,USA,US,Consumer Durables and Apparel
Snap-on Incorporated (NYSE:SNA),4007403,A-,A-,SNA,NYSE,US8330341012,United States and Canada,USA,US,Capital Goods
"Sonic Automotive, Inc. (NYSE:SAH)",4070924,BB,BB,SAH,NYSE,US83545G1022,United States and Canada,USA,US,Consumer Discretionary Distribution and Retail
Sonoco Products Company (NYSE:SON),4063000,BBB,BBB,SON,NYSE,US8354951027,United States and Canada,USA,US,Materials
Southern Copper Corporation (NYSE:SCCO),4354459,BBB+,BBB+,SCCO,NYSE,US84265V1052,United States and Canada,USA,US,Materials
Southwest Airlines Co. (NYSE:LUV),4121199,BBB,BBB,LUV,NYSE,US8447411088,United States and Canada,USA,US,Transportation
"Southwest Gas Holdings, Inc. (NYSE:SWX)",4884928,BBB-,BBB-,SWX,NYSE,US8448951025,United States and Canada,USA,US,Utilities
Southwestern Energy Company (NYSE:SWN),4011062,BB+,BB+,SWN,NYSE,US8454671095,United States and Canada,USA,US,Energy
"Sovos Brands, Inc. (NASDAQGS:SOVO)",29706795,B,B,SOVO,NASDAQGS,US84612U1079,United States and Canada,USA,US,"Food, Beverage and Tobacco"
"Spectrum Brands Holdings, Inc. (NYSE:SPB)",4281626,B,B,SPB,NYSE,US84790A1051,United States and Canada,USA,US,Household and Personal Products
Spire Inc. (NYSE:SR),4002506,A-,A-,SR,NYSE,US84857L1017,United States and Canada,USA,US,Utilities
"Spirit Airlines, Inc. (NYSE:SAVE)",4994436,CCC+,CCC+,SAVE,NYSE,US8485771021,United States and Canada,USA,US,Transportation
"SS&C Technologies Holdings, Inc. (NASDAQGS:SSNC)",4090270,BB,BB,SSNC,NASDAQGS,US78467J1007,United States and Canada,USA,US,Commercial and Professional Services
Stagwell Inc. (NASDAQGS:STGW),14390883,BB-,BB-,STGW,NASDAQGS,US85256A1097,United States and Canada,USA,US,Media and Entertainment
"Stanley Black & Decker, Inc. (NYSE:SWK)",4102347,A-,A-,SWK,NYSE,US8545021011,United States and Canada,USA,US,Capital Goods
Starbucks Corporation (NASDAQGS:SBUX),4071032,BBB+,BBB+,SBUX,NASDAQGS,US8552441094,United States and Canada,USA,US,Consumer Services
"Starwood Property Trust, Inc. (NYSE:STWD)",4235133,BB,BB,STWD,NYSE,US85571B1052,United States and Canada,USA,US,Financial Services
State Street Corporation (NYSE:STT),100447,A,A,STT,NYSE,US8574771031,United States and Canada,USA,US,Financial Services
"Steel Dynamics, Inc. (NASDAQGS:STLD)",4120616,BBB,BBB,STLD,NASDAQGS,US8581191009,United States and Canada,USA,US,Materials
Steelcase Inc. (NYSE:SCS),4001605,BB,BB,SCS,NYSE,US8581552036,United States and Canada,USA,US,Commercial and Professional Services
"Stericycle, Inc. (NASDAQGS:SRCL)",4556307,BB,BB,SRCL,NASDAQGS,US8589121081,United States and Canada,USA,US,Commercial and Professional Services
Stifel Financial Corp. (NYSE:SF),102777,BBB-,BBB-,SF,NYSE,US8606301021,United States and Canada,USA,US,Financial Services
"Stoneridge, Inc. (NYSE:SRI)",4132775,B,B,SRI,NYSE,US86183P1021,United States and Canada,USA,US,Automobiles and Components
StoneX Group Inc. (NASDAQGS:SNEX),103133,BB-,BB-,SNEX,NASDAQGS,US8618961085,United States and Canada,USA,US,Financial Services
Stryker Corporation (NYSE:SYK),4321488,BBB+,BBB+,SYK,NYSE,US8636671013,United States and Canada,USA,US,Health Care Equipment and Services
"Suburban Propane Partners, L.P. (NYSE:SPH)",4084137,BB-,BB-,SPH,NYSE,US8644821048,United States and Canada,USA,US,Utilities
"Summit Midstream Partners, LP (NYSE:SMLP)",4333951,B,B,SMLP,NYSE,US8661424098,United States and Canada,USA,US,Energy
"Sun Communities, Inc. (NYSE:SUI)",103122,BBB,BBB,SUI,NYSE,US8666741041,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
"SunCoke Energy, Inc. (NYSE:SXC)",4102535,BB-,BB-,SXC,NYSE,US86722A1034,United States and Canada,USA,US,Materials
Sunoco LP (NYSE:SUN),4561611,BB,BB,SUN,NYSE,US86765K1097,United States and Canada,USA,US,Energy
"Superior Industries International, Inc. (NYSE:SUP)",4094643,B-,B-,SUP,NYSE,US8681681057,United States and Canada,USA,US,Automobiles and Components
"Surgery Partners, Inc. (NASDAQGS:SGRY)",4604644,B,B,SGRY,NASDAQGS,US86881A1007,United States and Canada,USA,US,Health Care Equipment and Services
Sylvamo Corporation (NYSE:SLVM),100012833,BB,BB,SLVM,NYSE,US8713321029,United States and Canada,USA,US,Materials
Synaptics Incorporated (NASDAQGS:SYNA),4963567,BB-,BB-,SYNA,NASDAQGS,US87157D1090,United States and Canada,USA,US,Semiconductors and Semiconductor Equipment
Synchrony Financial (NYSE:SYF),4389036,BBB-,BBB-,SYF,NYSE,US87165B1035,United States and Canada,USA,US,Financial Services
Synovus Financial Corp. (NYSE:SNV),100440,BBB-,BBB-,SNV,NYSE,US87161C5013,United States and Canada,USA,US,Banks
Sysco Corporation (NYSE:SYY),4064204,BBB,BBB,SYY,NYSE,US8718291078,United States and Canada,USA,US,Consumer Staples Distribution and Retail
"System1, Inc. (NYSE:SST)",4756840,CCC+,CCC+,SST,NYSE,US87200P1093,United States and Canada,USA,US,Media and Entertainment
Taboola.com Ltd. (NASDAQGS:TBLA),13090422,B+,B+,TBLA,NASDAQGS,IL0011754137,United States and Canada,USA,US,Media and Entertainment
"Take-Two Interactive Software, Inc. (NASDAQGS:TTWO)",4965854,BBB,BBB,TTWO,NASDAQGS,US8740541094,United States and Canada,USA,US,Media and Entertainment
Talos Energy Inc. (NYSE:TALO),4345748,B,B,TALO,NYSE,US87484T1088,United States and Canada,USA,US,Energy
Tanger Inc. (NYSE:SKT),103061,BBB-,BBB-,SKT,NYSE,US8754651060,United States and Canada,USA,US,Equity Real Estate Investment Trusts (REITs)
"Tapestry, Inc. (NYSE:TPR)",4112718,BBB,BBB,TPR,NYSE,US8760301072,United States and Canada,USA,US,Consumer Durables and Apparel
Targa Resources Corp. (NYSE:TRGP),4276678,BBB-,BBB-,TRGP,NYSE,US87612G1013,United States and Canada,USA,US,Energy
